           1     1.69095     1.69095           0
           2      1.6127     1.65182    0.027665
           3     1.60887     1.63751    0.021837
           4     1.62822     1.63518   0.0165008
           5     1.62385     1.63292   0.0133553
           6     1.62654     1.63185   0.0111717
           7     1.66843     1.63708   0.0107283
           8     1.61382     1.63417  0.00977329
           9     1.55593     1.62548   0.0119437
          10      1.6626     1.62919   0.0113115
          11     1.63887     1.63007   0.0103174
          12     1.61231     1.62859  0.00956316
          13     1.63113     1.62879  0.00882953
          14      1.6398     1.62957  0.00823382
          15     1.61982     1.62892   0.0077105
          16     1.61009     1.62775  0.00731787
          17     1.61655     1.62709  0.00691695
          18     1.61006     1.62614  0.00659701
          19     1.66013     1.62793  0.00648786
          20     1.62356     1.62771  0.00616715
          21     1.62903     1.62777  0.00587379
          22     1.62225     1.62752  0.00561217
          23     1.64664     1.62835  0.00542937
          24     1.62138     1.62806  0.00521092
          25     1.59235     1.62664  0.00519462
          26     1.59212     1.62531  0.00516164
          27     1.55853     1.62283  0.00553129
          28     1.66021     1.62417  0.00549245
          29     1.67544     1.62594   0.0055803
          30     1.60413     1.62521  0.00544142
          31     1.61909     1.62501  0.00526948
          32     1.58347     1.62371  0.00526231
          33     1.60511     1.62315  0.00513297
          34      1.6102     1.62277  0.00499612
          35     1.64124      1.6233  0.00488117
          36     1.65053     1.62405  0.00480383
          37     1.57566     1.62275  0.00484876
          38     1.59937     1.62213  0.00476001
          39     1.63387     1.62243  0.00464746
          40     1.63211     1.62267  0.00453757
          41     1.61021     1.62237  0.00443707
          42     1.60646     1.62199  0.00434757
          43     1.63835     1.62237  0.00426308
          44     1.61779     1.62227  0.00416746
          45     1.61921      1.6222   0.0040754
          46     1.59416     1.62159  0.00403214
          47     1.68839     1.62301  0.00418939
          48     1.65641     1.62371  0.00415948
          49     1.65282      1.6243  0.00411681
          50     1.62038     1.62422  0.00403523
          51     1.63135     1.62436  0.00395852
          52     1.59453     1.62379  0.00392374
          53     1.58024     1.62297  0.00393481
          54      1.6258     1.62302   0.0038623
          55     1.61455     1.62287  0.00379514
          56     1.60732     1.62259  0.00373751
          57     1.64583       1.623  0.00369412
          58     1.61951     1.62294  0.00363092
          59     1.63016     1.62306  0.00357144
          60     1.63834     1.62331  0.00352099
          61     1.63316     1.62347  0.00346697
          62     1.59945     1.62309  0.00343264
          63     1.61457     1.62295  0.00338081
          64     1.64099     1.62323  0.00333971
          65     1.64449     1.62356  0.00330431
          66     1.64549     1.62389   0.0032709
          67     1.65252     1.62432  0.00324986
          68     1.58285     1.62371  0.00325879
          69     1.62611     1.62375  0.00321174
          70     1.62847     1.62381  0.00316657
          71     1.62677     1.62385  0.00312224
          72     1.61785     1.62377  0.00307999
          73      1.6529     1.62417  0.00306354
          74     1.59914     1.62383  0.00304075
          75     1.62971     1.62391  0.00300122
          76     1.60994     1.62373  0.00296735
          77     1.59962     1.62341  0.00294529
          78     1.64326     1.62367  0.00291849
          79     1.56153     1.62288  0.00298565
          80      1.5969     1.62256  0.00296594
          81     1.60746     1.62237  0.00293517
          82     1.65254     1.62274  0.00292235
          83     1.65344     1.62311  0.00291046
          84     1.65101     1.62344  0.00289471
          85     1.63233     1.62354  0.00286254
          86     1.64367     1.62378   0.0028388
          87      1.6157     1.62369  0.00280769
          88     1.59438     1.62335  0.00279547
          89     1.60204     1.62311  0.00277429
          90     1.60852     1.62295  0.00274821
          91     1.59541     1.62265  0.00273461
          92      1.5998      1.6224  0.00271615
          93     1.64557     1.62265  0.00269834
          94     1.62936     1.62272  0.00267058
          95       1.577     1.62224  0.00268548
          96     1.60948     1.62211  0.00266079
          97     1.62134      1.6221  0.00263337
          98     1.66968     1.62258  0.00265088
          99     1.60514     1.62241  0.00262996
         100     1.62341     1.62242  0.00260368
