1 14.7442 0
2 15.3376 0.59341
3 15.0414 0.452864
4 14.4098 0.708146
5 14.3464 0.552175
6 14.3394 0.450903
7 14.794 0.593159
8 15.1962 0.652425
9 14.6276 0.808936
10 14.8212 0.748996
11 15.048 0.714439
12 15.2213 0.674814
13 15.2597 0.621925
14 15.2683 0.575855
15 15.6164 0.639217
16 15.3262 0.66463
17 15.284 0.625737
18 15.314 0.590713
19 15.1111 0.594468
20 15.0464 0.567656
21 15.0317 0.540151
22 15.0194 0.51516
23 15.116 0.501647
24 15.1318 0.48055
25 15.2276 0.470786
26 15.1646 0.456695
27 15.0913 0.445518
28 15.1755 0.437491
29 15.2724 0.433113
30 15.2503 0.419011
31 15.3566 0.418977
32 15.3055 0.408877
33 15.2432 0.40116
34 15.2845 0.391374
35 15.2032 0.388638
36 15.1424 0.382549
37 15.2029 0.376954
38 15.171 0.368287
39 15.0788 0.370374
40 15.0055 0.368355
41 14.9807 0.360112
42 14.983 0.35144
43 15.0214 0.345312
44 15.1255 0.353081
45 15.0782 0.348377
46 15.028 0.344397
47 15.1009 0.344787
48 15.1215 0.338157
49 15.0663 0.335763
50 15.0508 0.329344
51 15.0523 0.322825
52 15.0835 0.318092
53 15.0574 0.313121
54 15.0602 0.30728
55 15.066 0.301697
56 15.0696 0.296282
57 15.1102 0.293863
58 15.1284 0.289324
59 15.201 0.293498
60 15.226 0.289651
61 15.1874 0.287469
62 15.177 0.282985
63 15.2452 0.286689
64 15.2127 0.284047
65 15.1855 0.280963
66 15.1674 0.277265
67 15.1909 0.274105
68 15.1928 0.27005
69 15.2448 0.271154
70 15.2737 0.268804
71 15.3078 0.267183
72 15.309 0.263449
73 15.2904 0.260479
74 15.2589 0.258857
75 15.2439 0.255824
76 15.2505 0.252524
77 15.2849 0.251585
78 15.2776 0.248448
79 15.2867 0.245452
80 15.2828 0.242395
81 15.3343 0.244859
82 15.3328 0.241859
83 15.3088 0.240131
84 15.2798 0.239025
85 15.2798 0.236196
86 15.2909 0.2337
87 15.272 0.231776
88 15.2707 0.22913
89 15.2649 0.226616
90 15.3269 0.232513
91 15.3177 0.230129
92 15.2789 0.230901
93 15.2794 0.228405
94 15.2465 0.228341
95 15.2347 0.226233
96 15.2443 0.224069
97 15.2449 0.221748
98 15.2139 0.221646
99 15.2015 0.219747
100 15.1936 0.217683
