0 0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0127251  0.320357  4.95911  32.0096  110.908  243.227  390.859  497.752  531.063  483.71  391.851  287.734  195.112  123.183  71.2231  38.8909  20.3594  10.4683  5.55426  4.7951  6.95987  12.1038  20.1881  33.0494  49.2004  68.0528  85.8495  99.2913  103.202  99.3268  86.577  68.6697  49.9746  34.8028  24.423  21.6165  28.6748  47.6581  82.1124  131.252  187.471  241.377  279.006  289.981  272.899  233.9  182.301  129.34  86.9826  60.0733  48.6397  51.0823  64.3497  82.0168  99.1394  109.122  109.132  98.6383  83.6445  71.3085  62.8831  62.8001  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.034994  0.661871  10.0275  63.981  222.855  487.122  782.78  995.602  1058.77  964.718  785.51  575.455  391.515  246.356  143.286  77.833  40.9172  20.3917  11.1646  9.72712  13.8853  23.4897  40.0283  65.2398  97.4266  135.465  172.087  199.576  208.806  198.748  173.484  137.804  100.24  68.7625  48.2154  42.4474  57.0166  95.5031  164.602  262.109  375.163  482.225  557.708  580.442  546.582  467.713  363.902  259.64  174.582  120.18  96.5829  101.436  128.408  164.005  197.526  218.531  219.204  197.717  167.847  142.342  124.891  125.141  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.034994  0.967117  15.1389  95.5498  332.362  729.544  1176.87  1493.35  1586.11  1447.14  1179.54  866.351  588.935  368.052  214.396  116.791  60.6352  30.1803  16.4811  14.5251  20.7157  35.3351  59.8956  98.3104  145.9  202.885  257.425  298.181  313.426  299.304  261.187  207.202  150.703  103.442  72.2867  63.8283  85.0407  143.26  245.909  392.091  562.523  721.249  836.499  871.914  821.834  702.863  546.363  389.453  262.051  179.491  144.584  152.198  191.992  245.993  296.585  327.228  328.867  296.901  252.105  213.203  186.923  187.685  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0413565  1.32676  20.3539  127.809  442.638  971.46  1570.6  1989.28  2114.14  1932.34  1573.21  1155.76  785.763  488.887  286.388  155.654  80.4485  39.8082  22.022  19.2232  27.5102  47.1912  79.9548  131.43  195.218  271.638  343.237  396.485  417.259  398.773  348.128  275.851  200.84  137.958  96.6155  84.9533  113.786  190.385  327.366  522.392  749.071  961.545  1116.5  1162.72  1097.71  938.003  729.366  519.22  349.532  238.814  192.21  202.544  255.609  327.489  395.383  436.281  438.886  395.874  336.328  284.144  249.286  250.286  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0445378  1.6985  25.4194  158.863  551.473  1210.97  1962.6  2488.82  2645.37  2418.65  1967.37  1445.99  981.555  611.691  356.548  193.786  100.332  49.2232  27.074  23.5947  33.912  58.3866  99.5245  164.091  243.595  339.745  430.134  495.704  522.136  499.299  436.019  345.315  250.925  172.034  120.379  105.543  141.444  237.72  408.588  651.821  935.865  1203.27  1395.77  1455.74  1372.76  1173.14  911.837  649.747  435.665  297.596  239.094  252.777  318.952  409.096  494.767  545.951  549.262  494.838  420.315  354.778  311.115  312.204  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0572629  2.08837  30.6947  191.447  661.303  1454.83  2353.14  2985.53  3172.92  2905.18  2360.12  1735.01  1177.8  734.697  428.059  231.906  120.381  59.0195  32.6224  28.3641  40.6059  70.3666  119.616  196.558  292.333  407.987  516.497  595.805  625.456  599.614  522.537  414.422  300.699  206.438  144.262  127.103  169.503  285.554  490.951  781.425  1122.44  1442.94  1674  1746.73  1649.27  1408.42  1095.08  779.599  522.831  356.996  286.52  302.926  382.94  491.263  593.227  655.042  659.466  593.36  505.11  425.316  373.351  375.09  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0604441  2.45708  35.9844  223.416  770.293  1698.14  2743.79  3483.78  3700.29  3389.6  2755.76  2025.18  1373.58  857.75  498.991  271.077  139.582  68.6535  38.1604  33.0066  47.3247  82.3159  139.988  228.79  340.916  475.54  602.507  694.537  730.4  699.337  609.472  483.397  351.547  241.063  168.272  148.175  197.661  333.202  572.315  910.651  1308.78  1683.64  1955.11  2037.91  1924  1643.51  1277.4  909.542  610.593  416.316  333.672  353.31  446.634  573.477  691.846  764.313  769.351  692.051  589.248  495.632  436.049  437.703  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0636254  2.81068  41.0298  255.436  881.003  1941  3137.5  3979.5  4227.12  3871.92  3150.55  2314.94  1570.51  980  570.107  310.006  159.96  78.7942  44.0603  38.2438  54.4802  94.429  160.39  261.761  389.839  542.635  687.884  793.173  833.923  798.258  695.652  552.132  402.71  276.273  192.677  169.334  226.089  380.757  654.8  1041.56  1496.48  1923.83  2232.59  2328.76  2198.39  1877.51  1459.94  1039.76  698.342  476.029  381.974  403.946  510.711  655.803  791.087  872.904  879.053  790.598  673.118  567.078  499.508  500.937  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0668067  3.21869  46.2476  288.287  990.07  2184.66  3529.46  4478.7  4753.7  4355.43  3543.1  2603.77  1767.68  1102.61  642.322  348.79  179.372  88.7864  49.3162  42.9034  61.1094  106.011  180.742  294.511  439.881  610.284  773.973  891.99  937.954  897.999  782.213  621.166  453.256  310.731  217.118  190.56  254.356  428.137  736.853  1172.37  1683.25  2164.81  2511.07  2619.96  2472.29  2112.42  1641.91  1170.09  785.68  535.724  429.504  454.06  574.02  737.905  890.454  982.564  988.514  889.503  757.861  638.265  561.754  563.874  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.0731692  3.53904  51.2067  318.558  1097.96  2427.49  3920.05  4977.46  5283.96  4840.84  3939.96  2896.66  1963.09  1223.97  712.354  387.105  198.506  98.2321  54.3327  47.292  67.3748  117.439  200.462  326.754  488.899  677.798  860.461  991.504  1043.46  998.406  869.863  690.35  503.527  344.691  240.871  211.049  281.509  474.56  817.016  1301.44  1869.53  2406.12  2792.21  2913.7  2749.45  2349.5  1824.5  1299.76  871.629  593.926  476.083  503.727  637.324  819.621  989.354  1091.84  1099.3  989.148  842.031  708.781  623.128  625.59  
