0.5     78.2245    0.528804
0.7     24.7087    0.223192
0.9     10.2348   0.0527445
1.1     5.62677   0.0206483
1.3     3.58594  0.00860522
1.5     2.53356  0.00736354
1.7     1.91626  0.00442991
1.9      1.5129   0.0036031
