0.5   -0.973334 0.000517004
0.7   -0.892229 0.000330525
0.9   -0.804395 0.000162516
1.1   -0.720832 0.000171393
1.3   -0.646638 0.000130892
1.5   -0.582923 0.000114571
1.7   -0.528575 9.20673e-05
1.9   -0.482546 0.000128074
