833.382    1   42   30   40   22   26   23   50   10   9   33   31   36   25   48   24   12   39   38   46   17   27   6   28   13   37   18   7   32   21   8   14   4   41   43   34   35   3   5   47   11   2   44   45   29   15   20   19   49   16 
780.519    1   15   25   4   22   34   2   31   18   21   23   13   14   16   10   44   19   41   12   9   35   46   30   17   40   8   39   20   7   45   48   38   29   50   27   37   47   26   28   5   11   3   43   32   33   42   49   24   6   36 
695.853    1   17   42   48   27   13   18   23   43   28   47   2   26   41   36   4   10   34   45   39   8   21   30   35   40   50   44   11   33   32   9   46   7   19   29   24   37   6   15   25   3   12   31   49   16   5   20   14   22   38 
657.383    1   17   15   6   37   24   25   3   49   20   16   5   12   11   44   50   40   35   30   21   8   39   45   34   10   4   36   41   26   2   47   28   43   23   14   42   13   22   33   31   9   18   32   46   7   19   29   48   38   27 
657.383    1   17   15   6   37   24   25   3   49   20   16   5   12   11   44   50   40   35   30   21   8   39   45   34   10   4   36   41   26   2   47   28   43   23   14   42   13   22   33   31   9   18   32   46   7   19   29   48   38   27 
661.51    1   17   15   6   37   24   25   3   49   20   16   5   12   11   44   50   40   35   30   21   8   39   45   34   10   4   36   41   26   2   47   28   43   23   18   13   27   29   19   7   46   32   9   31   33   22   42   14   48   38 
645.55    1   17   15   6   3   45   29   19   7   46   9   40   36   41   12   31   4   35   30   21   8   39   34   26   11   2   47   28   37   24   25   49   20   10   32   23   43   50   44   5   16   18   33   42   48   27   13   22   14   38 
642.469    1   17   15   6   3   24   29   19   7   46   9   40   36   41   12   31   4   35   30   21   8   39   45   34   10   32   25   33   22   13   42   14   49   20   23   48   38   28   5   2   37   47   16   26   50   44   11   18   43   27 
628.464    1   17   15   6   3   37   24   25   49   20   16   5   12   11   44   50   40   35   30   21   8   39   45   34   10   4   36   41   26   2   47   28   43   23   29   19   7   46   32   18   9   31   33   42   48   38   27   13   22   14 
603.326    1   13   17   14   22   15   3   37   6   24   25   49   20   16   5   12   47   28   43   23   29   19   7   46   9   32   48   42   33   41   26   2   11   44   50   40   35   30   21   8   39   45   34   10   4   36   18   31   27   38 
613.027    1   13   27   14   22   15   3   37   6   24   25   49   20   16   5   12   47   28   43   23   29   19   7   46   9   32   48   42   33   41   26   2   11   44   50   40   35   30   21   8   39   45   34   10   4   36   18   31   17   38 
610.128    1   18   9   31   27   13   38   48   49   20   16   33   5   12   11   44   50   40   35   30   21   8   39   45   34   17   15   6   37   28   47   2   26   43   24   25   4   22   23   10   3   36   41   29   19   7   46   32   42   14 
595.902    1   18   9   31   27   13   38   48   14   22   15   3   37   6   24   25   49   20   16   5   12   47   28   43   23   29   19   7   46   32   42   33   41   26   2   11   44   50   40   35   30   21   8   39   45   34   10   17   4   36 
602.43    1   13   27   14   22   15   3   37   6   24   25   49   20   16   5   12   47   28   43   23   29   19   7   46   9   32   48   42   33   41   26   2   11   44   50   40   35   30   21   8   39   45   34   10   17   38   18   4   36   31 
612.257    1   13   27   14   22   15   3   37   6   17   24   25   49   20   16   5   12   11   44   50   40   35   30   21   34   45   39   8   10   4   36   41   26   2   47   28   43   23   29   19   7   46   32   9   18   31   33   42   48   38 
602.509    1   22   17   48   13   15   6   37   28   47   2   26   40   35   43   24   25   4   20   23   30   8   21   39   45   34   10   3   18   9   32   46   7   29   19   31   33   36   41   50   44   11   12   5   16   27   49   14   42   38 
580.629    1   17   15   26   2   47   28   37   6   40   35   43   24   36   42   9   48   13   27   3   31   33   49   18   16   5   12   11   44   50   30   8   21   39   45   34   10   20   14   23   41   25   4   22   32   46   29   19   7   38 
585.841    1   17   15   13   27   37   3   6   24   25   49   20   14   23   43   11   47   2   26   41   36   4   10   34   45   39   8   21   30   35   40   50   44   28   12   5   16   42   22   48   31   33   18   9   32   46   7   19   29   38 
581.657    1   17   15   6   37   28   47   2   26   40   35   43   24   25   4   22   20   23   30   8   21   39   45   34   10   3   18   9   32   46   7   29   19   31   36   33   41   50   44   11   12   5   16   27   13   49   38   48   14   42 
569.544    1   17   13   15   6   37   28   11   12   5   47   2   26   40   35   43   24   25   4   22   20   23   30   8   21   39   45   34   10   3   18   9   32   46   7   29   19   31   36   33   41   50   44   16   27   42   14   49   48   38 
563.572    1   17   13   15   6   37   28   47   2   26   31   33   49   48   27   16   5   12   11   44   50   41   36   42   14   20   22   4   25   40   35   43   24   23   30   8   21   39   45   34   10   3   18   9   32   46   7   29   19   38 
546.03    1   17   15   6   37   28   47   2   26   33   31   13   40   35   43   24   25   4   3   18   9   32   46   7   29   19   10   22   20   34   45   39   21   30   8   23   49   16   36   41   50   44   11   12   5   27   48   42   14   38 
534.85    1   17   13   15   6   16   27   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   42   14   20   22   4   25   40   35   43   24   23   30   8   21   39   45   34   10   3   18   9   32   46   7   29   19   38 
530.622    1   17   13   27   14   22   15   3   6   4   24   25   16   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   40   35   43   20   23   30   8   21   39   45   34   10   18   9   32   46   7   29   19   38   42 
528.001    1   17   13   27   14   22   15   3   6   4   24   25   44   11   12   5   37   28   47   2   26   31   33   49   48   16   50   41   36   42   20   40   35   43   18   23   30   8   21   39   45   34   10   9   32   46   7   29   19   38 
527.021    1   17   13   27   14   22   15   3   6   4   24   25   44   11   12   5   37   28   47   2   26   31   33   49   48   16   50   41   36   42   20   40   35   43   23   30   8   46   32   9   18   10   19   21   39   45   34   29   7   38 
506.952    1   17   13   15   6   16   27   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   42   14   40   35   43   24   25   4   3   18   20   22   23   30   8   46   32   9   10   34   45   39   21   19   29   7   38 
511.503    1   17   13   27   14   22   15   3   6   16   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   42   23   24   43   35   40   25   4   20   30   8   21   7   46   32   9   18   10   34   45   39   19   29   38 
493.617    1   17   13   27   14   22   15   3   6   16   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   42   23   24   43   4   25   20   40   35   30   8   46   32   9   18   10   34   45   39   21   19   7   29   38 
493.617    1   17   13   27   14   22   15   3   6   16   48   49   33   31   26   2   47   28   37   5   12   11   44   50   41   36   42   23   24   43   4   25   20   40   35   30   8   46   32   9   18   10   34   45   39   21   19   7   29   38 
486.987    1   17   13   27   14   22   15   3   6   4   24   16   48   49   33   31   26   12   5   37   28   47   2   11   44   50   41   43   25   36   42   20   40   35   23   30   34   45   39   21   8   10   18   9   32   46   7   29   19   38 
477.614    1   17   13   27   14   22   15   3   6   16   48   49   33   31   26   12   5   37   28   47   2   11   44   50   41   43   4   24   25   36   42   20   40   35   23   30   34   45   39   21   8   10   18   9   32   46   7   29   19   38 
471.08    1   17   13   35   40   20   42   36   41   50   16   48   49   33   27   14   22   15   6   31   26   12   5   37   28   47   2   11   44   43   3   4   24   25   23   30   8   46   32   9   18   10   34   45   19   21   39   29   7   38 
472.609    1   17   13   35   40   20   42   36   41   50   16   48   49   33   27   14   22   15   6   31   26   12   5   37   28   47   2   11   44   43   3   4   24   25   23   30   8   46   32   9   18   10   34   45   19   21   39   7   29   38 
466.936    1   17   13   15   6   16   27   14   22   20   40   35   48   49   33   31   26   12   5   37   28   47   2   11   44   50   41   43   42   36   3   4   24   25   23   30   8   21   39   45   34   10   18   9   32   46   7   19   29   38 
462.744    1   17   13   15   6   16   27   14   22   20   40   35   48   49   33   31   26   12   5   37   28   47   2   11   44   50   41   43   3   25   24   4   36   42   23   30   34   45   39   21   8   10   18   9   32   46   7   29   19   38 
464.883    1   17   13   27   14   22   15   3   6   33   49   48   16   31   26   12   5   37   28   47   2   11   44   50   41   43   4   24   25   42   20   40   36   23   35   30   8   46   32   9   18   10   34   45   19   21   39   29   7   38 
465.014    1   17   13   27   14   22   15   3   6   4   24   25   16   20   48   49   33   31   26   37   12   5   28   47   2   11   44   50   41   43   36   18   10   42   40   35   23   30   8   46   32   9   34   45   19   21   39   29   7   38 
461.719    1   18   9   17   13   27   14   22   15   3   6   4   24   25   16   48   49   33   31   26   37   12   5   28   47   2   11   44   50   41   43   36   10   42   20   40   35   23   30   8   46   32   34   45   19   29   39   21   7   38 
451.973    1   17   13   27   14   22   15   3   6   4   24   25   16   48   49   33   31   26   37   12   5   28   47   2   11   44   50   41   43   36   18   10   42   23   35   40   20   30   8   46   32   9   34   45   19   39   21   7   29   38 
451.973    1   17   13   27   14   22   15   3   6   4   24   25   16   48   49   33   31   26   37   12   5   28   47   2   11   44   50   41   43   36   18   10   42   23   35   40   20   30   8   46   32   9   34   45   19   39   21   7   29   38 
451.973    1   17   13   27   14   22   15   3   6   4   24   25   16   48   49   33   31   26   37   12   5   28   47   2   11   44   50   41   43   36   18   10   42   23   35   40   20   30   8   46   32   9   34   45   19   39   21   7   29   38 
447.844    1   17   13   15   27   14   22   25   24   4   6   16   48   49   33   3   31   26   12   5   37   28   47   2   11   44   50   41   43   36   18   10   42   20   8   21   39   45   34   30   23   35   40   9   32   46   7   29   19   38 
