13.8256    1   26   28   6   21   14   9   25   15   18   23   33   7   30   22   16   24   34   12   20   31   4   27   2   29   19   5   13   32   3   11   8   10   17 
12.9359    1   18   15   10   26   3   6   32   2   33   22   34   30   14   31   12   4   20   7   23   29   27   13   24   11   9   28   25   16   19   21   17   8   5 
12.2894    1   24   26   13   21   12   31   30   22   33   2   32   6   27   17   16   14   3   20   8   11   10   34   15   18   23   4   7   28   5   19   29   25   9 
12.1064    1   18   12   23   22   16   14   26   5   29   17   4   19   25   28   27   6   13   31   20   8   11   10   24   34   15   21   32   30   2   7   33   3   9 
11.884    1   18   12   23   32   2   7   33   16   9   13   28   11   24   20   22   8   34   15   21   17   25   14   19   29   5   27   4   30   26   31   10   6   3 
11.312    1   26   28   11   24   20   4   32   2   33   30   7   27   5   25   29   16   17   19   12   31   22   6   13   21   23   18   15   34   10   8   3   14   9 
11.2572    1   16   27   33   7   4   20   31   2   22   21   18   12   23   30   15   34   24   10   11   3   32   19   29   17   25   28   6   13   5   14   9   8   26 
11.0399    1   18   12   23   30   15   34   24   10   11   8   26   31   22   5   29   28   25   19   4   21   2   20   33   32   7   17   13   6   27   3   16   14   9 
10.9841    1   18   12   26   21   15   34   24   10   11   8   4   20   31   9   28   32   30   23   25   27   19   29   5   13   6   33   7   22   2   14   16   3   17 
10.6442    1   18   12   23   30   21   33   7   4   32   15   34   31   24   10   11   8   20   22   16   14   26   5   29   2   17   28   19   27   25   13   6   3   9 
9.31198    1   18   31   20   4   7   12   23   32   33   21   2   22   15   34   24   26   10   11   8   30   25   19   27   29   5   13   6   28   9   14   16   3   17 
9.25515    1   18   12   23   30   15   31   4   7   32   33   21   2   22   20   34   10   3   16   13   6   24   11   8   9   28   14   17   25   27   5   29   19   26 
9.16321    1   18   12   31   20   4   7   23   32   33   21   2   30   26   15   34   22   13   14   6   28   24   10   11   9   8   17   16   25   19   29   5   27   3 
8.0376    1   18   12   31   20   30   4   7   23   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   27   29   19   14   16   5   13   25   3   17 
7.90731    1   18   12   31   20   30   4   7   23   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   27   29   19   14   16   5   13   25   17   3 
7.26823    1   18   12   31   20   30   4   7   23   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   27   29   19   25   5   13   17   16   3   14 
7.42963    1   18   12   31   20   30   4   7   23   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   27   29   19   25   5   13   3   16   14   17 
7.11026    1   18   12   31   20   4   30   7   23   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   27   29   19   25   5   13   17   16   3   14 
7.17568    1   18   12   31   20   4   7   30   32   23   33   21   2   22   15   34   10   26   28   24   11   8   9   6   27   29   19   5   13   25   17   3   16   14 
6.75909    1   18   12   31   20   4   30   7   32   23   33   21   2   22   15   34   26   28   24   10   11   8   9   3   16   13   6   25   5   27   29   19   17   14 
6.75909    1   18   12   31   20   4   30   7   32   23   33   21   2   22   15   34   26   28   24   10   11   8   9   3   16   13   6   25   5   27   29   19   17   14 
6.96095    1   18   12   31   20   4   30   7   32   23   33   21   2   22   15   34   26   28   24   9   8   10   11   6   13   5   27   29   19   25   17   3   16   14 
6.85307    1   18   31   12   20   4   30   7   23   32   33   21   2   22   15   34   26   28   24   9   8   10   11   6   13   5   27   29   19   25   17   3   16   14 
6.8402    1   18   31   12   20   4   23   7   30   32   33   21   2   22   15   34   26   28   24   10   11   8   9   6   13   3   16   25   5   27   29   19   17   14 
6.68831    1   18   31   12   20   4   30   7   23   32   33   21   2   22   15   34   11   28   24   10   26   8   9   6   3   16   13   25   5   27   29   19   17   14 
6.53154    1   18   31   12   20   4   23   7   30   32   33   21   2   22   15   34   26   10   8   9   24   28   11   6   13   5   27   29   19   25   17   3   16   14 
6.56061    1   18   12   31   20   4   7   30   23   32   33   21   2   22   15   34   26   10   11   28   24   9   8   3   16   13   6   25   5   27   29   19   17   14 
6.44484    1   18   31   12   20   4   30   7   32   23   33   21   2   22   15   34   26   24   11   10   8   9   28   6   13   5   27   29   19   25   17   3   16   14 
6.55586    1   18   31   12   20   4   30   7   23   32   33   21   2   22   15   34   26   24   11   9   8   10   28   6   13   5   27   29   19   25   17   3   16   14 
6.42571    1   18   31   12   20   4   7   30   23   32   33   21   2   22   15   34   26   24   11   10   8   9   28   6   13   5   27   29   19   25   17   3   16   14 
6.41495    1   18   31   12   20   30   7   23   4   32   33   21   2   22   15   34   26   24   11   10   8   9   28   6   13   5   27   29   19   25   17   3   16   14 
6.42484    1   18   31   12   20   4   30   7   23   32   33   21   2   22   15   34   26   24   11   10   8   9   28   6   13   5   27   29   19   25   17   3   16   14 
6.2751    1   18   31   12   20   4   30   7   23   32   33   21   2   22   15   34   26   9   8   10   11   24   28   6   13   25   19   29   27   5   17   3   16   14 
6.12682    1   18   31   12   20   23   30   7   4   32   33   21   2   22   15   34   26   24   11   10   8   9   28   6   13   25   5   27   29   19   17   3   16   14 
