1 3.49834 0
2 3.4964 0.0019356
3 3.48215 0.0142996
4 3.48947 0.012485
5 3.49837 0.0131449
6 3.49455 0.011393
7 3.49844 0.0103831
8 3.50663 0.0121667
9 3.50501 0.0108521
10 3.50294 0.00992444
11 3.50176 0.0090538
12 3.49759 0.00926018
13 3.49914 0.00865919
14 3.49846 0.00804585
15 3.49843 0.00749036
16 3.49952 0.00709185
17 3.50095 0.00681318
18 3.50131 0.00643331
19 3.50076 0.00610938
20 3.5017 0.00587088
21 3.50356 0.00588756
22 3.50338 0.00561651
23 3.50231 0.00547332
24 3.50206 0.00524628
25 3.5027 0.00507245
26 3.50347 0.00493429
27 3.50308 0.00476432
28 3.50446 0.00479381
29 3.50384 0.00466659
30 3.50334 0.00453547
31 3.50442 0.00451672
32 3.50291 0.00462539
33 3.50236 0.00451678
34 3.50256 0.00438624
35 3.50191 0.0043081
36 3.50227 0.00420233
37 3.50321 0.00419425
38 3.50297 0.00408948
39 3.50399 0.00411176
40 3.50361 0.00402565
41 3.50242 0.00410396
42 3.50282 0.0040256
43 3.50292 0.00393203
44 3.50264 0.0038518
45 3.50266 0.00376528
46 3.50211 0.00372304
47 3.50267 0.00368626
48 3.50332 0.00366714
49 3.50284 0.00362381
50 3.50215 0.00361675
51 3.50227 0.00354722
52 3.50241 0.00348118
53 3.5023 0.00341681
54 3.5023 0.00335294
55 3.5026 0.00330516
56 3.50228 0.0032609
57 3.50251 0.00321138
58 3.50265 0.00315862
59 3.50312 0.00313964
60 3.50306 0.00308744
61 3.50339 0.00305393
62 3.5032 0.00301005
63 3.50304 0.0029661
64 3.50329 0.00293009
65 3.50346 0.00288928
66 3.50386 0.00287353
67 3.50331 0.0028827
68 3.50275 0.00289533
69 3.50309 0.00287305
70 3.50323 0.00283546
71 3.50347 0.0028053
72 3.50381 0.00278725
73 3.50416 0.00277108
74 3.50426 0.00273505
75 3.50472 0.00273825
76 3.50452 0.00270971
77 3.50452 0.00267429
78 3.50505 0.00269253
79 3.50496 0.00265967
80 3.50458 0.00265453
81 3.5043 0.00263646
82 3.5044 0.00260612
83 3.50493 0.00262958
84 3.50502 0.00259964
85 3.50525 0.00257922
86 3.50534 0.00255043
87 3.50547 0.00252438
88 3.50566 0.00250291
89 3.50586 0.00248227
90 3.50587 0.00245456
91 3.50575 0.00243045
92 3.50543 0.0024246
93 3.50518 0.00241171
94 3.50482 0.00241279
95 3.50459 0.00239817
96 3.5045 0.00237463
97 3.50446 0.00235037
98 3.50457 0.00232872
99 3.50474 0.00231129
100 3.50495 0.00229762
