0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.800598  6.5557  2.3815  14.7658  11.2649  7.33387  10.3883  1.31625  6.86548  10.7732  1.98571  0.925492  6.3881  6.11056  4.81088  2.95968  5.10749  3.20905  4.9039  1.73955  1.58975  2.42878  1.58049  0.00592766  3.1268  2.51851  2.4587  1.7163  2.93423  4.63259  8.01746  4.51696  1.62613  4.60643  5.00459  7.06206  0.283069  1.62304  1.67915  5.38736  6.12885  1.97451  0.920758  2.86269  0.513475  1.45235  3.00488  4.0007  1.75887  0.771123  0.205585  0.0314771  1.92651  2.52668  2.04696  2.67329  3.22627  1.16948  3.46244  4.30336  0.717326  3.3191  3.95936  1.95307  0.57493  0.586937  1.88791  0.206325  1.3867  1.43379  0.709133  2.32743  2.25455  4.92663  4.8123  4.09199  1.38912  3.05996  1.98305  0.663672  0.370964  0.832133  0.0306153  1.37799  2.06999  0.2521  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.24593  4.63764  6.98114  10.9736  11.3573  12.4206  8.65397  3.0773  5.72923  7.56205  3.44268  1.96533  4.25883  5.33166  3.90774  3.82808  3.75471  6.85698  10.5129  2.12441  1.4022  1.63233  3.08824  2.90534  2.24866  1.67925  1.88881  1.46582  2.09806  3.09146  5.43237  3.13743  1.78751  5.67988  5.36761  4.92247  2.28275  3.06356  1.26668  4.385  4.08644  1.39843  2.21767  2.91096  0.902259  2.39117  2.22637  3.11598  1.90033  1.8207  1.00201  0.942106  1.66575  2.91724  2.56549  2.54383  2.17276  0.781111  2.3178  3.2407  2.28913  3.24006  2.79523  2.03025  0.457857  0.609379  1.75493  0.994608  1.8393  1.27368  0.485001  1.5878  1.50455  4.68081  3.38104  2.7668  1.37814  2.1623  1.41637  0.484809  1.28663  1.89041  1.16802  1.58837  1.38931  0.18874  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  0.989423  3.99306  9.28917  17.3176  15.2888  11.1339  9.39237  11.134  4.29929  5.67934  3.30598  5.85245  8.68314  5.28922  5.64541  5.01487  6.51992  5.97945  8.55089  1.62834  1.18723  3.04055  6.00225  2.66468  3.05441  1.26131  1.66034  1.10306  1.58219  2.32018  4.10615  2.73732  2.5662  4.5508  4.07817  3.72081  2.28824  2.30076  1.84113  3.60849  3.06958  1.41136  1.66402  2.18337  0.679928  2.14122  1.8387  2.36753  1.43242  1.67669  1.21129  0.754424  1.72158  2.52346  2.34158  1.95057  2.54547  2.18814  3.7323  3.12136  2.30659  2.60312  2.12354  2.10027  0.343496  1.46274  2.78631  2.8739  2.68692  1.06293  0.679793  1.19087  1.14298  3.51082  2.76558  2.31573  1.40404  1.64294  1.26143  1.17741  2.18654  1.48611  1.01098  1.24912  1.0961  0.953208  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.72178  4.13549  8.80395  16.526  14.4241  9.06124  8.69305  8.94843  4.26916  4.95942  3.35713  4.69956  6.97909  5.47815  4.51728  4.06769  8.47066  4.81267  6.96816  1.31897  2.2401  3.50474  5.34737  2.23339  3.11718  1.90065  1.36381  2.47848  1.6315  2.00254  3.32214  2.48445  3.38512  3.9416  3.81551  2.98595  1.94812  2.09495  1.54626  3.44346  3.00926  1.17051  1.61037  1.77222  0.700467  1.79768  1.61321  1.90386  1.9838  4.19327  1.20673  1.44131  1.37943  2.14726  2.64732  2.11358  2.05497  1.75078  2.98711  2.54568  1.86879  2.33346  1.85427  1.73818  1.03455  1.64598  2.40337  2.307  2.16717  0.936983  0.66137  0.982408  0.941671  3.08733  2.96683  1.86037  1.15149  1.33701  1.60766  0.950355  1.76809  1.22552  0.992755  1.06275  0.884354  0.934744  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.45512  3.69817  8.52479  16.078  12.0223  7.63076  7.44707  7.46014  4.24674  4.86397  4.09032  4.07065  5.85597  4.71675  3.78873  3.57455  7.23084  4.47201  5.81791  1.89357  1.88148  3.17508  4.60043  1.91283  3.76084  1.90079  1.30261  2.06727  3.39185  2.25007  5.26018  3.08382  3.27994  3.31156  3.33467  3.26248  2.81928  2.87694  2.6999  3.04604  2.61839  1.22385  2.19906  2.26729  1.7672  1.56135  1.49247  1.58957  1.67367  3.53499  1.11797  1.97464  1.99511  1.7946  2.27103  1.79336  1.71252  1.50201  2.58097  2.16598  2.26626  2.65756  1.54764  1.49194  1.1395  1.4694  2.02372  2.18277  2.68466  1.32501  0.570732  1.57728  0.840156  2.6171  2.61925  1.61408  1.14535  1.245  1.4383  0.802721  1.47345  1.1008  0.828154  0.907186  0.737782  0.838854  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.37002  4.22009  7.8476  14.245  11.8639  6.57137  6.38452  6.72328  3.64813  5.06642  6.94336  3.78301  5.7077  4.05039  3.3745  3.72401  6.26572  4.06871  5.5665  1.91005  1.86005  2.94388  5.36177  5.19733  3.22551  1.64309  1.31265  1.78238  2.91578  2.93001  4.77372  2.66498  3.18336  3.02025  3.27555  3.03944  2.53461  2.50696  2.4631  2.61171  2.37423  2.88864  1.96859  2.06688  1.86103  1.71334  2.10058  1.91948  1.59827  3.13006  1.03207  1.72664  1.88907  2.20838  2.05134  1.61805  1.9654  1.61605  2.4693  2.0147  2.28878  2.45041  1.97017  1.33798  1.52746  1.6916  1.79235  2.11491  2.33579  1.14307  0.51472  1.37632  0.753442  2.24803  2.24635  1.49557  1.00526  1.10094  1.23283  0.749608  1.2701  1.12467  0.802821  0.778071  0.651547  0.863119  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.20265  5.69391  7.00924  12.4978  11.1847  7.42677  6.08492  5.88306  4.57826  5.48598  6.16246  3.57719  5.00222  3.59744  3.10987  3.35977  5.53566  4.41641  4.91225  1.67537  1.63178  2.57804  4.88081  4.55615  3.04876  2.97816  2.54703  1.72863  2.70971  2.74681  4.18359  2.34756  2.91752  2.64594  2.89122  2.80739  2.44484  2.21677  2.50846  2.28582  2.08089  2.52756  1.73768  2.61123  2.25911  2.15976  2.04419  1.72572  1.45133  2.8503  0.923625  1.53116  1.67888  1.96834  1.85746  1.55227  1.7354  1.42152  2.21666  1.80485  2.00294  2.15402  1.72924  1.24785  1.48983  1.55544  1.62126  1.9282  2.06972  1.02551  0.45205  1.25464  0.934724  2.0997  1.96644  1.3596  0.892986  1.01643  1.11663  0.894635  1.21534  1.01311  0.953763  1.24781  0.816925  0.765815  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.13179  5.23992  6.2777  11.1132  10.0873  6.91823  5.45813  5.25191  4.07286  5.01783  5.4857  3.44418  4.45958  3.20446  3.04874  2.99308  4.97808  3.94627  4.63099  1.5885  1.54585  2.49974  4.35543  4.3785  3.25823  2.75749  2.60932  1.99153  2.41924  2.44176  3.72294  2.22348  2.61726  2.43062  2.60798  2.56331  2.43407  2.13781  2.23178  2.08564  1.95039  2.46689  1.5546  2.34203  2.04255  1.92052  1.83745  1.54181  1.29028  2.53365  0.915713  1.3649  1.84342  2.07151  1.71255  1.45725  1.64976  1.53551  2.09257  1.68162  1.99501  2.08173  1.96594  1.30819  1.55647  1.6884  1.67037  1.81049  1.84191  0.922459  0.40533  1.15337  0.86564  1.86761  1.77994  1.21466  0.813226  1.09685  1.00283  0.821762  1.11768  0.956286  0.878963  1.17902  0.799339  0.680877  
0  0  0  0  0  0  0  0  0  0  0  0  0  0  1.06026  4.77082  6.34838  10.0049  9.71808  6.81242  5.10655  4.83792  3.67855  4.73364  5.04279  3.31467  4.02058  3.16826  2.82643  2.88505  5.1518  3.95658  4.2303  1.55394  1.50599  2.25066  3.92183  4.00092  3.14983  2.57845  2.3521  1.83943  2.17828  2.2776  3.55233  2.05071  2.35613  2.20051  2.36065  2.37417  2.19545  1.97988  2.13694  2.07031  1.77331  2.26349  1.40201  2.1613  2.05476  1.96533  2.02548  1.4485  1.56247  2.326  0.824952  1.37922  1.68323  1.86555  1.65921  1.36008  1.49495  1.39007  1.91078  1.629  1.81534  2.03534  1.86638  1.18876  1.4287  1.53109  1.53064  1.64187  1.69837  0.834543  0.380495  1.07886  0.841466  1.71709  1.65926  1.23827  0.909247  0.991641  0.906956  0.860194  1.11408  0.874449  0.798357  1.06441  0.793695  0.891862  
