           1     1.92513     1.92513           0
           2     1.91257     1.91885  0.00444098
           3     1.90402      1.9139  0.00500602
           4     1.90751      1.9123  0.00400158
           5     1.84268     1.89838   0.0128603
           6     1.82856     1.88674   0.0150898
           7      1.8414     1.88026   0.0142568
           8     1.85865     1.87756    0.012728
           9     1.84993     1.87449   0.0116782
          10     1.79522     1.86657   0.0129239
          11     1.78148     1.85883    0.013872
          12      1.8612     1.85903   0.0127174
          13     1.90498     1.86256   0.0122206
          14     1.88707     1.86431   0.0114724
          15     1.91777     1.86788   0.0112475
          16     1.88246     1.86879   0.0105814
          17     1.86542     1.86859  0.00996077
          18     1.86034     1.86813  0.00941794
          19     1.84268     1.86679  0.00901702
          20     1.87704      1.8673  0.00858071
          21     1.92497     1.87005   0.0086003
          22     1.92044     1.87234  0.00850891
          23     1.91188     1.87406  0.00831077
          24     1.86688     1.87376  0.00796987
          25     1.83097     1.87205  0.00783268
          26     1.88641      1.8726  0.00755088
          27      1.9235     1.87449   0.0075028
          28     1.88694     1.87493  0.00724803
          29       1.868     1.87469  0.00700204
          30     1.88023     1.87488  0.00677107
          31     1.91289      1.8761  0.00666275
          32     1.90423     1.87698  0.00651225
          33     1.90544     1.87784  0.00637174
          34     1.89419     1.87833  0.00620244
          35     1.88043     1.87839  0.00602552
          36     1.92673     1.87973  0.00600593
          37     1.91098     1.88057  0.00590272
          38     1.88387     1.88066  0.00574802
          39     1.88347     1.88073  0.00560109
          40     1.84393     1.87981  0.00553613
          41     1.85996     1.87933  0.00542222
          42     1.85271     1.87869  0.00533004
          43     1.86396     1.87835  0.00521709
          44     1.92194     1.87934   0.0051917
          45     1.95385       1.881  0.00533384
          46     1.94698     1.88243  0.00540731
          47     1.91877      1.8832  0.00534725
          48     1.87509     1.88304  0.00523852
          49      1.8694     1.88276    0.005139
          50     1.84152     1.88193  0.00510198
          51     1.86426     1.88159   0.0050137
          52     1.83477     1.88069  0.00499746
          53     1.82789     1.87969  0.00500146
          54     1.85032     1.87915  0.00493831
          55     1.89786     1.87949  0.00486023
          56     1.90923     1.88002  0.00480237
          57     1.92505     1.88081  0.00478266
          58     1.94313     1.88188   0.0048194
          59     1.89489      1.8821  0.00474276
          60     1.89202     1.88227  0.00466659
          61     1.83709     1.88153  0.00464848
          62     1.83499     1.88078  0.00463373
          63     1.80738     1.87961  0.00470436
          64     1.88976     1.87977  0.00463352
          65     1.90308     1.88013   0.0045761
          66     1.91259     1.88062  0.00453313
          67     1.86607      1.8804  0.00447066
          68     1.85928     1.88009  0.00441569
          69     1.88047      1.8801   0.0043517
          70     1.89457      1.8803  0.00429444
          71     1.89817     1.88056  0.00424132
          72     1.86683     1.88037   0.0041867
          73      1.8721     1.88025  0.00413088
          74     1.79852     1.87915  0.00422015
          75     1.82118     1.87838  0.00423408
          76      1.8487     1.87798  0.00419633
          77     1.87189     1.87791  0.00414258
          78     1.90127     1.87821  0.00410029
          79     1.89568     1.87843  0.00405435
          80     1.88765     1.87854  0.00400531
          81     1.92568     1.87912  0.00399792
          82     1.93033     1.87975  0.00399763
          83     1.95517     1.88066  0.00405144
          84     1.97313     1.88176  0.00415008
          85     1.91767     1.88218   0.0041227
          86     1.85439     1.88186  0.00408741
          87     1.83462     1.88131  0.00407632
          88     1.87886     1.88129   0.0040301
          89     1.89739     1.88147  0.00398887
          90     1.88132     1.88147  0.00394455
          91     1.89428     1.88161  0.00390372
          92     1.86689     1.88145  0.00386456
          93     1.84192     1.88102  0.00384631
          94     1.84944     1.88069  0.00382003
          95     1.87037     1.88058  0.00378136
          96     1.90089     1.88079  0.00374789
          97     1.89295     1.88091  0.00371134
          98     1.89524     1.88106  0.00367635
          99     1.86308     1.88088   0.0036437
         100     1.86375     1.88071  0.00361129
