           1       9.655       9.655           0
           2     9.57791     9.61646   0.0272566
           3     9.60498     9.61263   0.0184377
           4     9.61665     9.61364   0.0138557
           5     9.61073     9.61305   0.0110968
           6     9.57888     9.60736    0.010609
           7     9.62242     9.60951  0.00930905
           8     9.56219      9.6036  0.00984663
           9     9.55978     9.59873  0.00988329
          10     9.68009     9.60686   0.0117771
          11     9.56787     9.60332   0.0112273
          12     9.59705      9.6028   0.0103039
          13     9.61351     9.60362  0.00954416
          14     9.57482     9.60156  0.00908138
          15      9.6401     9.60413  0.00883195
          16     9.60516      9.6042  0.00828019
          17     9.59727     9.60379  0.00780314
          18     9.56689     9.60174  0.00763409
          19     9.61754     9.60257  0.00727746
          20     9.63192     9.60404  0.00706001
          21     9.59996     9.60384  0.00672648
          22     9.57812     9.60267  0.00652158
          23     9.62116     9.60348  0.00628734
          24     9.58688     9.60279  0.00606327
          25     9.53238     9.59997  0.00644167
          26     9.67478     9.60285  0.00680629
          27     9.59167     9.60243   0.0065668
          28     9.55685     9.60081  0.00653092
          29      9.6699     9.60319  0.00672629
          30     9.57964      9.6024  0.00654773
          31     9.60781     9.60258  0.00633883
          32     9.59553     9.60236  0.00614457
          33     9.61514     9.60275  0.00597056
          34     9.58681     9.60228  0.00581334
          35     9.59997     9.60221  0.00564761
          36     9.62526     9.60285  0.00552692
          37     9.56199     9.60175  0.00548679
          38      9.6372     9.60268  0.00542115
          39     9.60126     9.60264  0.00528227
          40     9.56301     9.60165  0.00524232
          41     9.63201     9.60239  0.00516649
          42     9.59796     9.60229  0.00504456
          43     9.56653     9.60146  0.00499533
          44     9.62099      9.6019  0.00490148
          45     9.59605     9.60177  0.00479428
          46     9.61202     9.60199  0.00469524
          47     9.53718     9.60061  0.00479355
          48     9.60293     9.60066  0.00469393
          49     9.62399     9.60114  0.00462222
          50     9.64294     9.60197  0.00460475
          51     9.58073     9.60156  0.00453327
          52     9.58979     9.60133  0.00445174
          53     9.61152     9.60152  0.00437189
          54     9.54331     9.60045  0.00442184
          55     9.59623     9.60037  0.00434211
          56     9.58976     9.60018   0.0042687
          57     9.56197     9.59951  0.00424612
          58     9.58941     9.59933  0.00417647
          59     9.57013     9.59884  0.00413492
          60     9.62187     9.59922  0.00408378
          61     9.56637     9.59868  0.00405219
          62     9.58181     9.59841  0.00399597
          63      9.6235     9.59881  0.00395233
          64     9.58984     9.59867  0.00389306
          65     9.60333     9.59874  0.00383383
          66     9.55908     9.59814  0.00382255
          67     9.64797     9.59888  0.00383717
          68     9.55625     9.59826  0.00383162
          69     9.62606     9.59866  0.00379722
          70     9.57225     9.59828  0.00376167
          71     9.60812     9.59842  0.00371124
          72     9.66306     9.59932   0.0037667
          73     9.60227     9.59936  0.00371532
          74     9.54778     9.59866  0.00372992
          75     9.59442     9.59861  0.00368061
          76     9.57239     9.59826  0.00364831
          77     9.57872     9.59801  0.00360975
          78     9.68136     9.59908  0.00371829
          79      9.5535      9.5985  0.00371571
          80     9.63051      9.5989  0.00369075
          81     9.59893      9.5989  0.00364518
          82       9.557     9.59839  0.00363636
          83     9.56847     9.59803  0.00361037
          84     9.65251     9.59868  0.00362518
          85     9.58984     9.59857  0.00358402
          86     9.64696     9.59914  0.00358623
          87     9.60784     9.59924  0.00354641
          88     9.64044      9.5997  0.00353687
          89     9.61716      9.5999  0.00350256
          90     9.53738     9.59921  0.00353186
          91     9.59343     9.59914  0.00349362
          92     9.58975     9.59904  0.00345714
          93     9.57417     9.59877  0.00343029
          94     9.62223     9.59902  0.00340287
          95     9.52603     9.59825   0.0034527
          96     9.64213     9.59871  0.00344685
          97     9.62724     9.59901  0.00342385
          98     9.55257     9.59853  0.00342154
          99     9.61983     9.59875  0.00339374
         100     9.65055     9.59926  0.00339911
