           1     1.48175     1.48175           0
           2     1.48165      1.4817 3.43757e-05
           3     1.48161     1.48167 3.38576e-05
           4     1.48165     1.48166 2.59161e-05
           5     1.48158     1.48165 2.59853e-05
           6     1.48152     1.48162 2.91831e-05
           7     1.48149     1.48161 3.04549e-05
           8     1.48157      1.4816 2.69982e-05
           9     1.48156      1.4816 2.43652e-05
          10     1.48165      1.4816 2.25679e-05
          11     1.48157      1.4816 2.06971e-05
          12     1.48145     1.48159 2.22881e-05
          13     1.48164     1.48159 2.10016e-05
          14     1.48154     1.48159 1.97952e-05
          15     1.48167     1.48159 1.91998e-05
          16     1.48179     1.48161 2.15577e-05
          17     1.48168     1.48161 2.07586e-05
          18     1.48179     1.48162 2.19277e-05
          19     1.48183     1.48163 2.32793e-05
          20     1.48174     1.48164 2.27635e-05
          21     1.48168     1.48164 2.17927e-05
          22     1.48179     1.48165 2.18617e-05
          23     1.48169     1.48165 2.10014e-05
          24     1.48172     1.48165 2.03326e-05
          25     1.48169     1.48165 1.95798e-05
          26     1.48163     1.48165 1.88477e-05
          27     1.48163     1.48165 1.81607e-05
          28     1.48163     1.48165 1.75293e-05
          29     1.48156     1.48165 1.71744e-05
          30     1.48145     1.48164  1.7826e-05
          31     1.48151     1.48164 1.77649e-05
          32      1.4815     1.48163 1.77056e-05
          33     1.48154     1.48163  1.7387e-05
          34     1.48171     1.48163 1.70277e-05
          35     1.48162     1.48163 1.65444e-05
          36      1.4817     1.48163 1.61893e-05
          37     1.48172     1.48164 1.59204e-05
          38     1.48163     1.48164 1.55015e-05
          39     1.48177     1.48164 1.54946e-05
          40      1.4817     1.48164  1.5194e-05
          41     1.48164     1.48164 1.48237e-05
          42     1.48162     1.48164 1.44812e-05
          43     1.48168     1.48164 1.41708e-05
          44     1.48152     1.48164 1.41085e-05
          45     1.48172     1.48164 1.39117e-05
          46     1.48165     1.48164  1.3613e-05
          47     1.48175     1.48164 1.35146e-05
          48     1.48156     1.48164 1.33468e-05
          49     1.48165     1.48164 1.30763e-05
          50     1.48165     1.48164 1.28165e-05
          51     1.48162     1.48164 1.25695e-05
          52     1.48168     1.48164 1.23469e-05
          53     1.48172     1.48164 1.22023e-05
          54     1.48164     1.48164 1.19765e-05
          55     1.48164     1.48164 1.17595e-05
          56     1.48164     1.48164 1.15495e-05
          57     1.48165     1.48164 1.13484e-05
          58     1.48167     1.48164 1.11614e-05
          59      1.4817     1.48164 1.10199e-05
          60     1.48178     1.48165 1.10498e-05
          61     1.48172     1.48165 1.09312e-05
          62      1.4817     1.48165 1.07916e-05
          63      1.4816     1.48165 1.06429e-05
          64     1.48156     1.48165  1.0569e-05
          65      1.4816     1.48165 1.04328e-05
          66     1.48172     1.48165 1.03307e-05
          67     1.48163     1.48165 1.01817e-05
          68     1.48166     1.48165 1.00342e-05
          69     1.48172     1.48165 9.93773e-06
          70     1.48174     1.48165 9.88981e-06
          71     1.48174     1.48165 9.83492e-06
          72     1.48168     1.48165  9.7085e-06
          73     1.48182     1.48165 9.84841e-06
          74     1.48182     1.48166 9.97934e-06
          75     1.48171     1.48166 9.87408e-06
          76     1.48177     1.48166 9.84707e-06
          77     1.48162     1.48166 9.73286e-06
          78     1.48177     1.48166 9.71077e-06
          79     1.48175     1.48166 9.65827e-06
          80     1.48175     1.48166 9.59739e-06
          81     1.48162     1.48166  9.4948e-06
          82     1.48167     1.48166 9.38055e-06
          83      1.4815     1.48166 9.45519e-06
          84     1.48149     1.48166 9.56317e-06
          85     1.48158     1.48166 9.49304e-06
          86     1.48158     1.48165 9.42422e-06
          87     1.48163     1.48165 9.31929e-06
          88      1.4816     1.48165 9.23057e-06
          89      1.4817     1.48165 9.14046e-06
          90     1.48179     1.48166 9.16181e-06
          91     1.48174     1.48166 9.10775e-06
          92      1.4818     1.48166 9.13589e-06
          93     1.48174     1.48166 9.07559e-06
          94     1.48171     1.48166 8.99704e-06
          95     1.48169     1.48166 8.90948e-06
          96      1.4818     1.48166  8.9426e-06
          97     1.48169     1.48166 8.85383e-06
          98     1.48169     1.48166 8.76718e-06
          99     1.48175     1.48166 8.72755e-06
         100     1.48173     1.48166 8.66621e-06
